46.245625	0	114434.137500	13	12.971875	4	4	3	0	1	312.496875	13.612500	33.768750	35	0
51.081875	7	16886.312500	12	9.990625	2	5	2	0	0	312.496875	13.612500	46.753750	0	0
55.918125	4	114434.137500	8	8.996875	1	3	2	0	1	312.496875	13.612500	53.246250	0	0
41.409375	0	211981.962500	5	6.015625	1	5	1	0	1	312.496875	13.612500	40.261250	0	0
41.409375	0	114434.137500	13	13.965625	0	0	0	0	0	312.496875	13.612500	46.753750	0	1
41.409375	0	309529.787500	13	13.965625	0	2	0	0	0	6937.430625	13.612500	46.753750	0	1
41.409375	3	114434.137500	12	8.996875	4	7	1	0	1	312.496875	13.612500	40.261250	0	0
60.754375	6	16886.312500	8	8.996875	1	3	1	0	1	312.496875	13.612500	40.261250	1	0
22.064375	0	114434.137500	9	12.971875	1	5	2	0	1	312.496875	13.612500	40.261250	0	0
41.409375	0	407077.612500	12	8.996875	0	6	0	0	0	312.496875	13.612500	40.261250	0	0
46.245625	0	114434.137500	13	12.971875	2	0	3	0	1	312.496875	13.612500	40.261250	0	0
80.099375	0	114434.137500	8	8.996875	4	4	1	0	0	312.496875	13.612500	40.261250	0	0
36.573125	0	211981.962500	13	12.971875	0	2	0	0	0	13562.364375	13.612500	40.261250	0	1
26.900625	0	309529.787500	12	8.996875	1	5	2	0	0	6937.430625	13.612500	40.261250	0	0
31.736875	0	114434.137500	11	10.984375	0	2	0	0	0	312.496875	13.612500	46.753750	0	1
55.918125	0	1480103.687500	8	8.996875	4	3	1	1	1	312.496875	13.612500	14.291250	11	0
60.754375	0	211981.962500	11	11.978125	5	2	1	0	0	312.496875	13.612500	46.753750	0	0
31.736875	0	211981.962500	12	9.990625	0	4	0	0	0	312.496875	13.612500	46.753750	6	1
17.228125	0	211981.962500	14	13.965625	1	0	1	0	0	312.496875	13.612500	59.738750	0	0
22.064375	0	211981.962500	8	8.996875	1	5	1	0	1	312.496875	13.612500	1.306250	0	0
36.573125	0	211981.962500	12	9.990625	0	4	0	0	0	312.496875	13.612500	20.783750	0	1
46.245625	0	114434.137500	13	13.965625	0	0	0	0	0	26812.231875	13.612500	59.738750	0	1
22.064375	0	114434.137500	8	8.996875	0	1	0	0	0	312.496875	13.612500	40.261250	0	0
51.081875	0	16886.312500	8	8.996875	2	3	3	0	1	312.496875	13.612500	40.261250	0	0
41.409375	0	114434.137500	13	13.965625	0	0	0	0	0	6937.430625	13.612500	40.261250	0	1
41.409375	3	16886.312500	8	8.996875	1	7	5	0	0	312.496875	13.612500	40.261250	0	0
31.736875	0	211981.962500	8	9.990625	2	3	2	0	1	312.496875	13.612500	46.753750	0	0
